,video_card_name,pasmark_gd3_mark,rank,videocard_value,price_usd
1363,Qualcomm Adreno X1-45 GPU,1895,997,NA,NA
1364,Qualcomm Adreno X1-85 GPU,3045,741,NA,NA
1365,QXL KMDOD,18,2632,NA,NA
1366,Racer-Tech USB Display Device,13692,198,NA,NA
1367,Radeon 520,877,1432,9.75,$89.99*
1368,Radeon 530,1035,1334,NA,NA
1369,Radeon 535,1047,1329,NA,NA
1370,Radeon 535DX,773,1519,NA,NA
1371,Radeon 540,1458,1170,NA,NA
1372,Radeon 540X,1596,1119,NA,NA
1373,Radeon 550,2127,923,29.39,$72.37
1374,Radeon 550X,1480,1163,NA,NA
1375,Radeon 610M,1209,1252,NA,NA
1376,Radeon 610M Ryzen 9 7845HX,6514,417,NA,NA
1377,Radeon 610M Ryzen 9 7940HX,1604,1111,NA,NA
1378,Radeon 610M Ryzen 9 7945HX,1826,1024,NA,NA
1379,Radeon 610M Ryzen 9 7945HX3D,1659,1085,NA,NA
1380,Radeon 610M Ryzen 9 8940HX,5986,448,NA,NA
1381,Radeon 610M Ryzen 9 8945HX,5943,451,NA,NA
1382,Radeon 620,953,1380,NA,NA
1383,Radeon 625,1073,1311,NA,NA
1384,Radeon 630,1602,1114,NA,NA
1385,Radeon 660M,3220,709,NA,NA
1386,Radeon 660M Ryzen 3 7335U,2216,898,NA,NA
1387,Radeon 660M Ryzen 5 6600H,4461,580,NA,NA
1388,Radeon 660M Ryzen 5 7533HS,3158,724,NA,NA
1389,Radeon 660M Ryzen 5 7535HS,3057,739,NA,NA
1390,Radeon 680M,3709,646,NA,NA
1391,Radeon 680M Ryzen 7 7735HS,4266,598,NA,NA
1392,Radeon 680M Ryzen 9 6900HX,5493,485,NA,NA
1393,Radeon 740M,3017,743,NA,NA
1394,Radeon 760M,5420,492,NA,NA
1395,Radeon 780M,6884,398,NA,NA
1396,Radeon 820M,2165,913,NA,NA
1397,Radeon 840M,3843,632,NA,NA
1398,Radeon 860M,4885,541,NA,NA
1399,Radeon 880M,7695,372,NA,NA
1400,Radeon 890M,8171,352,NA,NA
1401,Radeon 2100,59,2470,0.31,$190.99*
1402,Radeon 3000,98,2366,0.31,$319.00*
1403,Radeon 3015e,351,1995,NA,NA
1404,Radeon 3020e,505,1842,NA,NA
1405,Radeon 3100,73,2431,0.39,$189.15*
1406,Radeon 6600M,533,1804,NA,NA
1407,Radeon 6750M,911,1408,NA,NA
1408,Radeon 7000 / Radeon VE,2,2787,NA,NA
1409,RADEON 7000 / RADEON VE Family,3,2752,NA,NA
1410,RADEON 7200,2,2783,0.00,$599.99*
1411,RADEON 7500,3,2773,0.02,$177.25*
1412,RADEON 7500 Family,4,2724,NA,NA
1413,Radeon 8040S,10431,284,NA,NA
1414,Radeon 8050S,16202,142,NA,NA
1415,Radeon 8060S,18118,114,NA,NA
1416,RADEON 8500 Family,6,2685,NA,NA
1417,RADEON 9000,4,2728,NA,NA
1418,RADEON 9000 Family,3,2762,NA,NA
1419,RADEON 9100 Family,6,2691,NA,NA
1420,RADEON 9100 IGP,5,2707,NA,NA
1421,RADEON 9200,3,2759,0.02,$153.63*
1422,RADEON 9200 LE Family,2,2791,NA,NA
1423,RADEON 9200 PRO Family,2,2784,NA,NA
1424,RADEON 9200 SE,2,2794,NA,NA
1425,RADEON 9250,2,2792,0.01,$194.00*
1426,RADEON 9500,36,2560,0.90,$40.50*
1427,RADEON 9500 PRO / 9700,41,2532,NA,NA
1428,RADEON 9550,34,2568,0.12,$291.74*
1429,Radeon 9550 / X1050,29,2597,NA,NA
1430,RADEON 9600 Family,25,2613,NA,NA
1431,RADEON 9600 PRO,42,2529,NA,NA
1432,RADEON 9600 PRO Family,26,2604,NA,NA
1433,RADEON 9600 TX Family,18,2634,NA,NA
1434,RADEON 9600 XT,35,2565,NA,NA
1435,RADEON 9600SE,27,2600,NA,NA
1436,RADEON 9700 PRO,53,2487,NA,NA
1437,Radeon 9700 TX w/TV-Out,44,2527,NA,NA
1438,RADEON 9800,57,2479,0.18,$325.00*
1439,RADEON 9800 PRO,59,2471,NA,NA
1440,RADEON 9800 SE,23,2620,NA,NA
1441,RADEON 9800 XT,56,2482,NA,NA
1442,RADEON A9800XT,22,2625,NA,NA
1443,Radeon AI PRO R9700,27012,36,NA,NA
1444,Radeon Athlon 300GE,562,1764,NA,NA
1445,Radeon Athlon Gold 3150U,772,1525,NA,NA
1446,Radeon Athlon Gold PRO 4150GE,1573,1129,NA,NA
1447,Radeon Athlon PRO 3045B,563,1763,NA,NA
1448,Radeon Athlon Silver 3050U,672,1625,NA,NA
1449,RADEON E2400,51,2494,NA,NA
1450,RADEON E4690,405,1948,NA,NA
1451,Radeon E6460,323,2025,NA,NA
1452,Radeon E6465,231,2114,NA,NA
1453,Radeon E6760,850,1451,3.54,$239.99*
1454,Radeon E8860,1686,1075,NA,NA
1455,Radeon E8870PCIe,3368,687,NA,NA
1456,Radeon Eng Sample: 100-000000098-40_39/27_Y,1588,1122,NA,NA
1457,Radeon Eng Sample: 100-000000144-40_38/38_Y,1659,1086,NA,NA
1458,Radeon Eng Sample: 100-000000146-20_37/30_Y,2123,924,NA,NA
1459,Radeon Eng Sample: 100-000000149-40_40/30_Y,1800,1034,NA,NA
1460,Radeon Eng Sample: 100-000000151-40_38/33_Y,1367,1195,NA,NA
1461,Radeon Eng Sample: 100-000000263-50_Y,3975,616,NA,NA
1462,Radeon Eng Sample: 100-000000285-30_Y,2639,795,NA,NA
1463,Radeon Eng Sample: 100-000000288-40_Y,2102,930,NA,NA
1464,Radeon Eng Sample: 100-000000546-40_Y,3306,698,NA,NA
1465,Radeon EPYC 4124P 4-Core,1260,1231,NA,NA
1466,Radeon EPYC 4244P 6-Core,1424,1184,NA,NA
1467,Radeon EPYC 4344P 8-Core,1448,1174,NA,NA
1468,Radeon EPYC 4364P 8-Core,886,1427,NA,NA
1469,Radeon EPYC 4464P 12-Core,1461,1169,NA,NA
1470,Radeon EPYC 4484PX 12-Core,1619,1099,NA,NA
1471,Radeon EPYC 4564P 16-Core,1226,1245,NA,NA
1472,Radeon EPYC 4584PX 16-Core,1661,1082,NA,NA
1473,Radeon HD4650,239,2105,1.57,$152.90*
1474,Radeon HD4670,365,1984,NA,NA
1475,RADEON HD6370D,320,2029,NA,NA
1476,RADEON HD6410D,422,1933,NA,NA
1477,RADEON HD6530D,531,1807,NA,NA
1478,RADEON HD7450,199,2154,8.95,$22.25*
1479,Radeon HD8530M,478,1872,NA,NA
1480,Radeon HD8970M,3368,686,NA,NA
1481,Radeon HD 2350,76,2424,NA,NA
1482,Radeon HD 2400,120,2302,1.37,$88.20*
1483,Radeon HD 2400 PCI,14,2647,NA,NA
1484,Radeon HD 2400 Pro,114,2320,NA,NA
1485,Radeon HD 2400 XT,118,2305,NA,NA
1486,Radeon HD 2600 PRO,211,2139,1.12,$188.44*
1487,Radeon HD 2600 Pro AGP,110,2333,NA,NA
1488,Radeon HD 2600 XT,282,2062,1.78,$159.00*
1489,Radeon HD 2900 GT,292,2050,NA,NA
1490,Radeon HD 2900 PRO,627,1678,NA,NA
1491,Radeon HD 2900 XT,659,1633,NA,NA
1492,Radeon HD 3000,95,2374,NA,NA
1493,Radeon HD 3200,82,2408,NA,NA
1494,Radeon HD 3300,126,2285,NA,NA
1495,Radeon HD 3450,178,2181,2.01,$89.00*
1496,Radeon HD 3470,117,2309,1.07,$109.65*
1497,Radeon HD 3650 AGP,150,2218,0.81,$185.00*
1498,Radeon HD 3670,168,2196,NA,NA
1499,Radeon HD 3850,401,1951,NA,NA
1500,Radeon HD 3850 AGP,432,1923,NA,NA
1501,Radeon HD 3850 X2,822,1476,NA,NA
1502,Radeon HD 3870,551,1780,2.23,$247.49*
1503,Radeon HD 3870 X2,586,1727,NA,NA
1504,Radeon HD 4200,111,2330,NA,NA
1505,Radeon HD 4250,122,2296,NA,NA
1506,Radeon HD 4270,109,2334,NA,NA
1507,Radeon HD 4290,140,2245,NA,NA
1508,Radeon HD 4300/4500 Serisi,155,2212,NA,NA
1509,Radeon HD 4330,134,2263,NA,NA
1510,Radeon HD 4350,164,2205,3.23,$50.99*
1511,Radeon HD 4550,235,2111,1.51,$156.00*
1512,Radeon HD 4650,248,2098,3.55,$69.99*
1513,Radeon HD 4650 AGP,207,2144,NA,NA
1514,Radeon HD 4670,381,1968,2.67,$142.96*
1515,Radeon HD 4770,908,1409,7.28,$124.86*
1516,Radeon HD 4810,774,1517,NA,NA
1517,Radeon HD 4830,865,1440,14.43,$59.99*
1518,Radeon HD 4850,946,1387,6.76,$139.99*
1519,Radeon HD 4850 X2,1132,1282,NA,NA
1520,Radeon HD 4870,1386,1189,8.52,$162.68
1521,Radeon HD 4870 X2,1309,1212,NA,NA
1522,Radeon HD 4890,1545,1136,17.18,$89.99*
1523,Radeon HD 5450,136,2259,1.96,$69.64
1524,Radeon HD 5470,268,2076,NA,NA
1525,Radeon HD 5550,383,1963,6.97,$54.99*
1526,Radeon HD 5570,476,1878,2.94,$162.35*
1527,Radeon HD 5600/5700,615,1695,NA,NA
1528,Radeon HD 5670,796,1498,8.60,$92.61
1529,Radeon HD 5750,1171,1267,10.26,$114.18*
1530,Radeon HD 5770,1348,1202,7.10,$189.99*
1531,Radeon HD 5830,1726,1060,6.67,$258.99*
1532,Radeon HD 5850,1948,981,6.74,$288.99*
1533,Radeon HD 5870,2179,909,5.07,$429.99
1534,Radeon HD 5970,2290,871,3.18,$721.20*
1535,Radeon HD 6230,179,2180,NA,NA
1536,Radeon HD 6250,93,2377,NA,NA
1537,Radeon HD 6290,104,2348,NA,NA
1538,Radeon HD 6290M,140,2247,NA,NA
1539,Radeon HD 6300M,144,2236,NA,NA
1540,Radeon HD 6310,122,2297,NA,NA
1541,Radeon HD 6320,147,2225,0.27,$554.99*
1542,Radeon HD 6320 Graphic,216,2130,NA,NA
1543,Radeon HD 6320M,198,2155,NA,NA
1544,RADEON HD 6350,140,2244,2.39,$59.00*
1545,Radeon HD 6370D,255,2094,NA,NA
1546,Radeon HD 6370M,275,2067,NA,NA
1547,Radeon HD 6380G,200,2151,0.50,$399.99*
1548,Radeon HD 6410D,236,2107,NA,NA
1549,Radeon HD 6430M,192,2165,NA,NA
1550,Radeon HD 6450,197,2156,2.22,$89.00*
1551,Radeon HD 6450 + 8470D Dual,762,1534,NA,NA
1552,Radeon HD 6450A,260,2089,NA,NA
1553,Radeon HD 6470M,225,2118,0.40,$569.99*
1554,Radeon HD 6480G,256,2093,NA,NA
1555,Radeon HD 6480M,353,1993,NA,NA
1556,Radeon HD 6490M,377,1970,0.32,"$1,193.03*"
1557,Radeon HD 6520G,300,2046,NA,NA
1558,Radeon HD 6530D,337,2008,NA,NA
1559,Radeon HD 6550A,707,1593,NA,NA
1560,Radeon HD 6550D,400,1954,NA,NA
1561,Radeon HD 6570,554,1776,8.54,$64.99*
1562,Radeon HD 6610M,565,1760,NA,NA
1563,Radeon HD 6620G,341,2002,NA,NA
1564,Radeon HD 6630M,684,1612,NA,NA
1565,Radeon HD 6650A,835,1461,NA,NA
1566,Radeon HD 6650M,768,1529,NA,NA
1567,Radeon HD 6670,729,1569,10.58,$68.99*
1568,Radeon HD 6670 + 6670 Dual,646,1651,NA,NA
1569,Radeon HD 6670 + 7660D Dual,1492,1158,NA,NA
1570,Radeon HD 6670/7670,945,1388,NA,NA
1571,Radeon HD 6700M,1016,1340,NA,NA
1572,Radeon HD 6750,1042,1331,13.03,$79.99*
1573,Radeon HD 6750M,937,1397,NA,NA
1574,Radeon HD 6770,1275,1224,4.81,$264.99*
1575,Radeon HD 6770M,964,1376,NA,NA
1576,Radeon HD 6790,1566,1132,5.33,$294.00*
1577,Radeon HD 6800M,752,1549,NA,NA
1578,Radeon HD 6850,1937,984,9.19,$210.92*
1579,Radeon HD 6850 X2,2534,819,NA,NA
1580,Radeon HD 6870,2203,903,8.13,$271.22
1581,Radeon HD 6900M,1695,1068,NA,NA
1582,Radeon HD 6950,2595,804,18.54,$139.99*
1583,Radeon HD 6970,2830,764,18.87,$149.99*
1584,Radeon HD 6970M,2270,877,10.51,$215.99*
1585,Radeon HD 6990,3118,730,6.26,$498.49*
1586,Radeon HD 7290,111,2329,NA,NA
1587,Radeon HD 7290M,123,2294,NA,NA
1588,Radeon HD 7310,128,2279,NA,NA
1589,Radeon HD 7310 - Carte graphique,174,2187,NA,NA
1590,Radeon HD 7310G,180,2176,NA,NA
1591,Radeon HD 7310M,166,2202,NA,NA
1592,Radeon HD 7340,153,2213,0.28,$552.69*
1593,Radeon HD 7340G,196,2157,NA,NA
1594,Radeon HD 7340M,221,2124,NA,NA
1595,Radeon HD 7350,165,2204,NA,NA
1596,Radeon HD 7400G,265,2081,NA,NA
1597,Radeon HD 7420G,315,2034,NA,NA
1598,Radeon HD 7450,223,2120,4.47,$49.99*
1599,Radeon HD 7450A,288,2056,NA,NA
1600,Radeon HD 7450M,329,2020,NA,NA
1601,Radeon HD 7470,289,2054,3.55,$81.37*
1602,Radeon HD 7470M,407,1944,NA,NA
1603,Radeon HD 7480D,281,2065,NA,NA
1604,Radeon HD 7500G,316,2033,NA,NA
1605,Radeon HD 7500G + 7500M/7600M Dual,616,1689,NA,NA
1606,Radeon HD 7500G + 7550M Dual,497,1852,NA,NA
1607,Radeon HD 7500G + HD 7500M/7600M Dual,355,1992,NA,NA
1608,Radeon HD 7520G,314,2037,NA,NA
1609,Radeon HD 7520G + 7400M Dual,486,1864,NA,NA
1610,Radeon HD 7520G + 7470M Dual,542,1796,NA,NA
1611,Radeon HD 7520G + 7500/7600 Dual,582,1734,NA,NA
1612,Radeon HD 7520G + 7600M Dual,591,1719,NA,NA
1613,Radeon HD 7520G + 7610M Dual,588,1723,NA,NA
1614,Radeon HD 7520G + 7650M Dual,453,1901,NA,NA
1615,Radeon HD 7520G + 7670M Dual,523,1817,NA,NA
1616,Radeon HD 7520G + 7700M Dual,1060,1317,NA,NA
1617,Radeon HD 7520G + 8600/8700M Dual,311,2041,NA,NA
1618,Radeon HD 7520G + 8750M Dual,376,1971,NA,NA
1619,Radeon HD 7520G + HD 7400M Dual,544,1792,NA,NA
1620,Radeon HD 7520G + HD 7500/7600 Dual,832,1464,NA,NA
1621,Radeon HD 7520G + HD 7600M Dual,447,1910,NA,NA
1622,Radeon HD 7520G + HD 7670M Dual,495,1856,NA,NA
1623,Radeon HD 7520G + HD 7700M Dual,574,1748,NA,NA
1624,Radeon HD 7520G + HD 8600/8700M Dual,623,1681,NA,NA
1625,Radeon HD 7520G + HD 8750M Dual,651,1643,NA,NA
1626,Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,574,1750,NA,NA
1627,Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,364,1986,NA,NA
1628,Radeon HD 7540D,330,2017,NA,NA
1629,Radeon HD 7540D + 6570 Dual,719,1582,NA,NA
1630,Radeon HD 7540D + 7500 Dual,821,1477,NA,NA
1631,Radeon HD 7540D + HD 6450 Dual,643,1656,NA,NA
1632,Radeon HD 7550M,464,1893,NA,NA
1633,Radeon HD 7550M/7650M,728,1571,NA,NA
1634,Radeon HD 7560D,450,1906,NA,NA
1635,Radeon HD 7560D + 6450 Dual,568,1755,NA,NA
1636,Radeon HD 7560D + 6570 Dual,833,1463,NA,NA
1637,Radeon HD 7560D + 6670 Dual,1130,1284,NA,NA
1638,Radeon HD 7560D + 7560D Dual,982,1364,NA,NA
1639,Radeon HD 7560D + 7570 Dual,985,1362,NA,NA
1640,Radeon HD 7560D + 7670 Dual,1426,1181,NA,NA
1641,Radeon HD 7560D + 7700 Dual,1919,988,NA,NA
1642,Radeon HD 7560D + HD 6570 Dual,1237,1237,NA,NA
1643,Radeon HD 7560D + HD 6670 Dual,1554,1134,NA,NA
1644,Radeon HD 7560D + HD 7000 Dual,534,1802,NA,NA
1645,Radeon HD 7560D + HD 7600 Dual,1258,1232,NA,NA
1646,Radeon HD 7560D + HD 7670 Dual,1380,1190,NA,NA
1647,Radeon HD 7560D + HD 7700 Dual,1346,1204,NA,NA
1648,Radeon HD 7560D + HD 8570 Dual,935,1398,NA,NA
1649,Radeon HD 7560D + R5 235 Dual,563,1762,NA,NA
1650,Radeon HD 7570,616,1690,6.02,$102.49*
1651,Radeon HD 7570M,418,1938,NA,NA
1652,Radeon HD 7570M/HD 7670M,699,1599,NA,NA
1653,Radeon HD 7580D,350,1996,NA,NA
1654,Radeon HD 7600G,333,2013,NA,NA
1655,Radeon HD 7600G + 6400M Dual,376,1972,NA,NA
1656,Radeon HD 7600G + 7450M Dual,389,1960,NA,NA
1657,Radeon HD 7600G + 7500M/7600M Dual,405,1947,NA,NA
1658,Radeon HD 7600G + 7550M Dual,423,1932,NA,NA
1659,Radeon HD 7600G + 8500M/8700M Dual,333,2012,NA,NA
1660,Radeon HD 7600G + HD 7400M Dual,328,2021,NA,NA
1661,Radeon HD 7600G + HD 7500M/7600M Dual,476,1877,NA,NA
1662,Radeon HD 7600G + HD 7550M Dual,509,1835,NA,NA
1663,Radeon HD 7600G + HD 8670M Dual,543,1794,NA,NA
1664,Radeon HD 7600G + HD Dual,435,1918,NA,NA
1665,Radeon HD 7600G N HD 7600G + HD ON HD Dual,526,1813,NA,NA
1666,Radeon HD 7600M + 7600M Dual,773,1521,NA,NA
1667,Radeon HD 7610M,632,1668,NA,NA
1668,Radeon HD 7620G,357,1990,NA,NA
1669,Radeon HD 7620G + 8600M Dual,508,1836,NA,NA
1670,Radeon HD 7620G + 8670M Dual,577,1743,NA,NA
1671,Radeon HD 7620G + HD 8600M Dual,442,1915,NA,NA
1672,Radeon HD 7620G + HD 8670M Dual,507,1839,NA,NA
1673,Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,451,1903,NA,NA
1674,Radeon HD 7640G,451,1904,NA,NA
1675,Radeon HD 7640G + 6400M Dual,526,1811,NA,NA
1676,Radeon HD 7640G + 7400M Dual,637,1661,NA,NA
1677,Radeon HD 7640G + 7450M Dual,754,1545,NA,NA
1678,Radeon HD 7640G + 7470M Dual,595,1716,NA,NA
1679,Radeon HD 7640G + 7500/7600 Dual,627,1679,NA,NA
1680,Radeon HD 7640G + 7500M/7600M Dual,775,1516,NA,NA
1681,Radeon HD 7640G + 7600M Dual,705,1595,NA,NA
1682,Radeon HD 7640G + 7610M Dual,510,1834,NA,NA
1683,Radeon HD 7640G + 7650M Dual,747,1552,NA,NA
1684,Radeon HD 7640G + 7670M Dual,644,1654,NA,NA
1685,Radeon HD 7640G + 7690M Dual,945,1389,NA,NA
1686,Radeon HD 7640G + 7700M Dual,690,1604,NA,NA
1687,Radeon HD 7640G + 8500M Dual,585,1730,NA,NA
1688,Radeon HD 7640G + 8570M Dual,558,1771,NA,NA
1689,Radeon HD 7640G + 8600/8700M Dual,688,1607,NA,NA
1690,Radeon HD 7640G + 8600M Dual,249,2097,NA,NA
1691,Radeon HD 7640G + 8670M Dual,558,1770,NA,NA
1692,Radeon HD 7640G + 8750M Dual,654,1639,NA,NA
1693,Radeon HD 7640G + HD 7400M Dual,576,1745,NA,NA
1694,Radeon HD 7640G + HD 7500/7600 Dual,423,1931,NA,NA
1695,Radeon HD 7640G + HD 7600M Dual,704,1597,NA,NA
1696,Radeon HD 7640G + HD 7600M N HD 7600M Dual,406,1946,NA,NA
1697,Radeon HD 7640G + HD 7670M Dual,518,1823,NA,NA
1698,Radeon HD 7640G + HD 7700M Dual,589,1720,NA,NA
1699,Radeon HD 7640G + HD 7700M N HD 7700M Dual,630,1670,NA,NA
1700,Radeon HD 7640G + HD 8500M Dual,607,1704,NA,NA
1701,Radeon HD 7640G + HD 8500M N HD 8500M Dual,665,1627,NA,NA
1702,Radeon HD 7640G + HD 8570M Dual,474,1882,NA,NA
1703,Radeon HD 7640G + HD 8600/8700M Dual,586,1726,NA,NA
1704,Radeon HD 7640G + HD 8670M Dual,677,1621,NA,NA
1705,Radeon HD 7640G + HD 8750M Dual,996,1359,NA,NA
1706,Radeon HD 7640G + R5 M200 Dual,559,1766,NA,NA
1707,Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824,1472,NA,NA
1708,Radeon HD 7640G N HD 7640G + HD 7670M Dual,679,1616,NA,NA
1709,Radeon HD 7640G N HD 7640G + HD 8570M Dual,422,1934,NA,NA
1710,Radeon HD 7650A,555,1775,2.12,$262.00*
1711,Radeon HD 7650M,432,1924,NA,NA
1712,Radeon HD 7660D,514,1831,NA,NA
1713,Radeon HD 7660D + 6570 Dual,1100,1294,NA,NA
1714,Radeon HD 7660D + 6670 Dual,1238,1236,NA,NA
1715,Radeon HD 7660D + 7470 Dual,465,1890,NA,NA
1716,Radeon HD 7660D + 7500 Dual,1121,1286,NA,NA
1717,Radeon HD 7660D + 7540D Dual,1204,1255,NA,NA
1718,Radeon HD 7660D + 7670 Dual,1061,1316,NA,NA
1719,Radeon HD 7660D + HD 6670 Dual,1484,1161,NA,NA
1720,Radeon HD 7660D + HD 7000 Dual,633,1666,NA,NA
1721,Radeon HD 7660D + HD 7400 Dual,339,2005,NA,NA
1722,Radeon HD 7660D + HD 7700 Dual,1958,978,NA,NA
1723,Radeon HD 7660D + R5 235 Dual,523,1816,NA,NA
1724,Radeon HD 7660D + R7 240 Dual,941,1395,NA,NA
1725,Radeon HD 7660G,480,1869,NA,NA
1726,Radeon HD 7660G + 7400M Dual,588,1724,NA,NA
1727,Radeon HD 7660G + 7470M Dual,630,1673,NA,NA
1728,Radeon HD 7660G + 7600M Dual,831,1467,NA,NA
1729,Radeon HD 7660G + 7610M Dual,745,1555,NA,NA
1730,Radeon HD 7660G + 7670M Dual,743,1558,NA,NA
1731,Radeon HD 7660G + 7700M Dual,757,1543,NA,NA
1732,Radeon HD 7660G + 7730M Dual,931,1399,NA,NA
1733,Radeon HD 7660G + 8600M Dual,445,1912,NA,NA
1734,Radeon HD 7660G + 8670M Dual,587,1725,NA,NA
1735,Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,1002,1351,NA,NA
1736,Radeon HD 7660G + HD 7500/7600 Dual,760,1538,NA,NA
1737,Radeon HD 7660G + HD 7500M/7600M Dual,999,1356,NA,NA
1738,Radeon HD 7660G + HD 7600M Dual,568,1756,NA,NA
1739,Radeon HD 7660G + HD 7600M N HD 7600M Dual,460,1897,NA,NA
1740,Radeon HD 7660G + HD 7670M Dual,706,1594,NA,NA
1741,Radeon HD 7660G + HD 7700M Dual,777,1515,NA,NA
1742,Radeon HD 7660G + HD 7730M Dual,881,1431,NA,NA
1743,Radeon HD 7660G + HD 8500M Dual,758,1539,NA,NA
1744,Radeon HD 7660G + HD 8600/8700M Dual,747,1553,NA,NA
1745,Radeon HD 7660G + HD 8600M Dual,363,1988,NA,NA
1746,Radeon HD 7660G + HD 8670M Dual,711,1591,NA,NA
1747,Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,722,1576,NA,NA
1748,Radeon HD 7660G N HD 7660G + HD 7670M Dual,704,1596,NA,NA
1749,Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,966,1375,NA,NA
1750,Radeon HD 7670,802,1495,NA,NA
1751,Radeon HD 7670A,1050,1326,NA,NA
1752,Radeon HD 7670M,481,1867,0.76,$629.99*
1753,Radeon HD 7670M + 7670M Dual,738,1564,NA,NA
1754,Radeon HD 7690M,832,1465,NA,NA
1755,Radeon HD 7690M XT,1009,1344,NA,NA
1756,Radeon HD 7700-serie,1899,996,NA,NA
1757,Radeon HD 7730,1163,1274,5.00,$232.70*
1758,Radeon HD 7730M,789,1505,NA,NA
1759,Radeon HD 7750,1702,1065,8.87,$191.99
1760,Radeon HD 7750M,1191,1258,NA,NA
1761,Radeon HD 7770,2173,911,7.24,$300.00*
1762,Radeon HD 7790,3090,735,22.07,$139.99*
1763,Radeon HD 7800-serie,4029,612,NA,NA
1764,Radeon HD 7850,3897,623,22.76,$171.24*
1765,Radeon HD 7850M,1372,1192,NA,NA
1766,Radeon HD 7870,4564,564,25.93,$176.00*
1767,Radeon HD 7870 XT,4469,576,NA,NA
1768,Radeon HD 7870M,1507,1152,NA,NA
1769,Radeon HD 7950 / R9 280,4764,553,19.78,$240.83*
1770,Radeon HD 7970 / R9 280X,5247,505,21.25,$246.99*
1771,Radeon HD 7970M,3662,658,NA,NA
1772,Radeon HD 7990,5565,475,13.91,$399.99*
1773,Radeon HD 8180,134,2264,NA,NA
1774,Radeon HD 8210,194,2162,NA,NA
1775,Radeon HD 8210E,193,2164,NA,NA
1776,Radeon HD 8240,246,2101,NA,NA
1777,Radeon HD 8250,212,2136,NA,NA
1778,Radeon HD 8280,260,2088,NA,NA
1779,Radeon HD 8280E,273,2071,NA,NA
1780,Radeon HD 8280G,269,2075,NA,NA
1781,Radeon HD 8310E,340,2004,NA,NA
1782,Radeon HD 8330,275,2069,NA,NA
1783,Radeon HD 8330E,262,2086,NA,NA
1784,Radeon HD 8350,162,2210,1.63,$99.81*
1785,Radeon HD 8350G,267,2079,NA,NA
1786,Radeon HD 8370D,315,2036,NA,NA
1787,Radeon HD 8400,270,2072,NA,NA
1788,Radeon HD 8400E,275,2068,NA,NA
1789,Radeon HD 8410G,435,1920,NA,NA
1790,Radeon HD 8450G,334,2011,NA,NA
1791,Radeon HD 8450G + 8600/8700M Dual,1070,1312,NA,NA
1792,Radeon HD 8450G + 8600M Dual,545,1789,NA,NA
1793,Radeon HD 8450G + 8670M Dual,474,1881,NA,NA
1794,Radeon HD 8450G + 8750M Dual,637,1662,NA,NA
1795,Radeon HD 8450G + HD 8600M Dual,452,1902,NA,NA
1796,Radeon HD 8450G + HD 8670M Dual,477,1874,NA,NA
1797,Radeon HD 8450G + HD 8750M Dual,503,1845,NA,NA
1798,Radeon HD 8450G + R5 M230 Dual,578,1740,NA,NA
1799,Radeon HD 8470,246,2100,NA,NA
1800,Radeon HD 8470D,374,1973,NA,NA
1801,Radeon HD 8470D + 6450 Dual,717,1585,NA,NA
1802,Radeon HD 8470D + 6570 Dual,837,1457,NA,NA
1803,Radeon HD 8470D + HD 6450 Dual,862,1442,NA,NA
1804,Radeon HD 8470D + HD 6670 Dual,1435,1177,NA,NA
1805,Radeon HD 8470D + HD 7500 Dual,1545,1137,NA,NA
1806,Radeon HD 8490,263,2084,2.93,$89.99*
1807,Radeon HD 8500M,448,1909,NA,NA
1808,Radeon HD 8500M/8700M,852,1450,NA,NA
1809,Radeon HD 8510G,373,1977,NA,NA
1810,Radeon HD 8510G + 8500M Dual,596,1714,NA,NA
1811,Radeon HD 8510G + HD 8500M Dual,629,1675,NA,NA
1812,Radeon HD 8550D,566,1758,NA,NA
1813,Radeon HD 8550G,416,1939,NA,NA
1814,Radeon HD 8550G + 7600M Dual,901,1416,NA,NA
1815,Radeon HD 8550G + 8500M Dual,602,1708,NA,NA
1816,Radeon HD 8550G + 8570M Dual,532,1805,NA,NA
1817,Radeon HD 8550G + 8600/8700M Dual,802,1493,NA,NA
1818,Radeon HD 8550G + 8600M Dual,617,1688,NA,NA
1819,Radeon HD 8550G + 8670M Dual,579,1738,NA,NA
1820,Radeon HD 8550G + 8690M Dual,664,1629,NA,NA
1821,Radeon HD 8550G + 8750M Dual,795,1500,NA,NA
1822,Radeon HD 8550G + HD 7600M Dual,547,1785,NA,NA
1823,Radeon HD 8550G + HD 8500M Dual,558,1769,NA,NA
1824,Radeon HD 8550G + HD 8570M Dual,529,1809,NA,NA
1825,Radeon HD 8550G + HD 8600/8700M Dual,654,1640,NA,NA
1826,Radeon HD 8550G + HD 8600M Dual,593,1717,NA,NA
1827,Radeon HD 8550G + HD 8670M Dual,546,1788,NA,NA
1828,Radeon HD 8550G + HD 8750M Dual,819,1480,NA,NA
1829,Radeon HD 8550G + R5 M200 Dual,619,1685,NA,NA
